,tweet_id,timestamp,expanded_urls,rating_numerator,rating_denominator,name,dog_rate,doggolingo_term,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
0,892420643555336193,2017-08-01 16:23:56+00:00,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Phineas,1.3,None,8853.0,39467.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1.0,orange,0.0970486,False,bagel,0.0858511,False,banana,0.07611,False
1,892420643555336193,2017-08-01 16:23:56+00:00,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Phineas,1.3,None,8853.0,39467.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1.0,orange,0.0970486,False,bagel,0.0858511,False,banana,0.07611,False
2,892420643555336193,2017-08-01 16:23:56+00:00,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Phineas,1.3,None,8853.0,39467.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1.0,orange,0.0970486,False,bagel,0.0858511,False,banana,0.07611,False
3,892420643555336193,2017-08-01 16:23:56+00:00,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Phineas,1.3,None,8853.0,39467.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1.0,orange,0.0970486,False,bagel,0.0858511,False,banana,0.07611,False
4,892177421306343426,2017-08-01 00:17:27+00:00,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13.0,10.0,Tilly,1.3,None,6514.0,33819.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1.0,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True
5,892177421306343426,2017-08-01 00:17:27+00:00,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13.0,10.0,Tilly,1.3,None,6514.0,33819.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1.0,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True
6,892177421306343426,2017-08-01 00:17:27+00:00,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13.0,10.0,Tilly,1.3,None,6514.0,33819.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1.0,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True
7,892177421306343426,2017-08-01 00:17:27+00:00,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13.0,10.0,Tilly,1.3,None,6514.0,33819.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1.0,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True
8,891815181378084864,2017-07-31 00:18:03+00:00,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12.0,10.0,Archie,1.2,None,4328.0,25461.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1.0,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True
9,891815181378084864,2017-07-31 00:18:03+00:00,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12.0,10.0,Archie,1.2,None,4328.0,25461.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1.0,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True
10,891815181378084864,2017-07-31 00:18:03+00:00,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12.0,10.0,Archie,1.2,None,4328.0,25461.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1.0,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True
11,891815181378084864,2017-07-31 00:18:03+00:00,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12.0,10.0,Archie,1.2,None,4328.0,25461.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1.0,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True
12,891689557279858688,2017-07-30 15:58:51+00:00,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13.0,10.0,Darla,1.3,None,8964.0,42908.0,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1.0,paper_towel,0.1702779999999999,False,Labrador_retriever,0.1680859999999999,True,spatula,0.0408359,False
13,891689557279858688,2017-07-30 15:58:51+00:00,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13.0,10.0,Darla,1.3,None,8964.0,42908.0,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1.0,paper_towel,0.1702779999999999,False,Labrador_retriever,0.1680859999999999,True,spatula,0.0408359,False
